complaint_id,product_category,chunk
10000299,Credit Card,this reduction has negatively affected my credit utilization ratio and dropped my score by points
10001876,Money Transfer,zelle charged me a fee for a wire transfer transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10000706,Credit Card,the rewards program on my chase sapphire card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into
10000706,Credit Card,longtime customers should be grandfathered into the original rewards program
10001597,Savings Account,i tried to withdraw from my ally savings at ally bank and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001597,Savings Account,and could not tell me when the review would be completed
10002054,Money Transfer,bank of america charged me a fee for a wire transfer transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost
10002054,Money Transfer,rate this is deceptive and the total hidden cost was
10001781,Savings Account,i have been trying to reach chases customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001781,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001661,Savings Account,i tried to withdraw from my ally savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001661,Savings Account,and could not tell me when the review would be completed
10000651,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to american express immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a
10000651,Credit Card,a police report and have evidence that i was in a different state when these transactions occurred
10000179,Credit Card,i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000179,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001248,Savings Account,goldman sachs charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001248,Savings Account,all fees refunded and a guarantee this will not happen again
10000465,Credit Card,i noticed a charge of on my discover it statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000465,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001536,Savings Account,i opened a synchrony savings with discover because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001536,Savings Account,opening i moved into this account specifically for the higher rate
10000893,Personal Loan,upstart sold my prosper loan loan to a thirdparty debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a
10000893,Personal Loan,rude and threatening this is harassment and a violation of fair debt collection practices
10000480,Credit Card,i have been a loyal discover it cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the
10000480,Credit Card,i am considering closing this account if the rate is not adjusted
10001387,Savings Account,i tried to withdraw from my marcus savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001387,Savings Account,and could not tell me when the review would be completed
10000619,Credit Card,i have been a loyal chase sapphire cardholder with discover for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account
10000619,Credit Card,lower rates i am considering closing this account if the rate is not adjusted
10000407,Credit Card,capital one charged me a late fee on my citi double cash card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should
10000407,Credit Card,to processing time this is unacceptable i should not be penalized for their slow processing system
10001531,Savings Account,i have been trying to reach chases customer service about an issue with my discover savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001531,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001115,Personal Loan,i tried to make an extra payment on my lendingclub loan from lendingclub to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than
10001115,Personal Loan,instructions i am paying more interest than necessary because they will not properly apply my payments
10001092,Personal Loan,i applied for a lendingclub loan with lendingclub and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request
10001092,Personal Loan,this decision was made unfairly and request a proper review
10001992,Money Transfer,i accidentally sent to the wrong person through western union via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is
10001992,Money Transfer,ask the recipient nicely to send it back this is an unacceptable response for such a large amount
10000515,Credit Card,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all
10000515,Credit Card,tells me something different i have all receipts and statements showing i qualified
10001652,Savings Account,i tried to withdraw from my ally savings at ally bank and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001652,Savings Account,and could not tell me when the review would be completed
10002113,Money Transfer,i sent via western union through zelle to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and zelle has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001776,Savings Account,my discover savings with ally bank was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this ally bank took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform
10001776,Savings Account,the security of their online banking platform and how this person gained access
10001728,Savings Account,i have been trying to reach ally banks customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001728,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001939,Money Transfer,bank of america charged me a fee for a paypal transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10000451,Credit Card,i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000451,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001085,Personal Loan,i applied for a prosper loan with goldman sachs and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a
10001085,Personal Loan,this decision was made unfairly and request a proper review
10000204,Credit Card,the rewards program on my capital one venture card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000204,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10000175,Credit Card,i have been a loyal capital one venture cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000175,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10001234,Savings Account,i have been trying to reach synchronys customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001234,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000121,Credit Card,i have been a loyal citi double cash cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing
10000121,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10000284,Credit Card,i applied for the citi double cash card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have
10000284,Credit Card,tells me something different i have all receipts and statements showing i qualified
10001902,Money Transfer,my account was frozen by paypal after i made a zelle transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation
10001902,Money Transfer,and i had to provide extensive documentation including pay stubs and tax returns
10001715,Savings Account,synchrony charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001715,Savings Account,all fees refunded and a guarantee this will not happen again
10002180,Money Transfer,i sent via venmo through zelle to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and zelle has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000953,Personal Loan,i tried to make an extra payment on my marcus loan from goldman sachs to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than
10000953,Personal Loan,instructions i am paying more interest than necessary because they will not properly apply my payments
10000583,Credit Card,i have been a loyal amex gold cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if
10000583,Credit Card,rates i am considering closing this account if the rate is not adjusted
10000276,Credit Card,capital one charged me a late fee on my chase sapphire card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not
10000276,Credit Card,processing time this is unacceptable i should not be penalized for their slow processing system
10000687,Credit Card,my capital one venture card from capital one suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my
10000687,Credit Card,answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000597,Credit Card,someone made fraudulent purchases on my chase sapphire card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different
10000597,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000496,Credit Card,the rewards program on my chase sapphire card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into
10000496,Credit Card,longtime customers should be grandfathered into the original rewards program
10001271,Savings Account,my synchrony savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform
10001271,Savings Account,the security of their online banking platform and how this person gained access
10001086,Personal Loan,the total cost of my marcus loan from goldman sachs ended up being which is nearly times the original loan amount of the interest rate of combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion
10001573,Savings Account,my ally savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking
10001573,Savings Account,about the security of their online banking platform and how this person gained access
10000458,Credit Card,someone made fraudulent purchases on my chase sapphire card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different
10000458,Credit Card,and have evidence that i was in a different state when these transactions occurred
10001638,Savings Account,i tried to withdraw from my chase savings at ally bank and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001638,Savings Account,and could not tell me when the review would be completed
10000633,Credit Card,the rewards program on my capital one venture card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000633,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10000742,Credit Card,i have been a loyal discover it cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account
10000742,Credit Card,lower rates i am considering closing this account if the rate is not adjusted
10001660,Savings Account,i have been trying to reach ally banks customer service about an issue with my chase savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001660,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000287,Credit Card,the rewards program on my capital one venture card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000287,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001402,Savings Account,i have been trying to reach discovers customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001402,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001937,Money Transfer,i sent via paypal through western union to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and western union has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000164,Credit Card,i have been a loyal capital one venture cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000164,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10000734,Credit Card,i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000734,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000945,Personal Loan,i have been making regular payments on my marcus loan from goldman sachs for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this
10000945,Personal Loan,bureaus dropping my score by points i need this corrected immediately
10001318,Savings Account,my ally savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and
10001318,Savings Account,the security of their online banking platform and how this person gained access
10000427,Credit Card,the rewards program on my discover it card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000427,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001379,Savings Account,i tried to withdraw from my chase savings at synchrony and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001379,Savings Account,and could not tell me when the review would be completed
10000695,Credit Card,i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000695,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10002229,Money Transfer,i sent via venmo through western union to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and western union has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001654,Savings Account,my marcus savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and
10001654,Savings Account,the security of their online banking platform and how this person gained access
10002240,Money Transfer,i accidentally sent to the wrong person through wire transfer via zelle i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an
10002240,Money Transfer,the recipient nicely to send it back this is an unacceptable response for such a large amount
10001477,Savings Account,goldman sachs charged me a monthly maintenance fee on my ally savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001477,Savings Account,all fees refunded and a guarantee this will not happen again
10001932,Money Transfer,zelle charged me a fee for a wire transfer transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10001916,Money Transfer,i sent via venmo through paypal to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and paypal has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000231,Credit Card,the rewards program on my amex gold card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the
10000231,Credit Card,customers should be grandfathered into the original rewards program
10001320,Savings Account,goldman sachs closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000618,Credit Card,my amex gold card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my
10000618,Credit Card,answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000630,Credit Card,the rewards program on my capital one venture card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be
10000630,Credit Card,baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10002224,Money Transfer,i sent via western union through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000773,Credit Card,i have been a loyal amex gold cardholder with discover for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if
10000773,Credit Card,rates i am considering closing this account if the rate is not adjusted
10001034,Personal Loan,i tried to make an extra payment on my lendingclub loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than
10001034,Personal Loan,instructions i am paying more interest than necessary because they will not properly apply my payments
10000325,Credit Card,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i
10000325,Credit Card,representative tells me something different i have all receipts and statements showing i qualified
10002248,Money Transfer,my account was frozen by zelle after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including
10002248,Money Transfer,had to provide extensive documentation including pay stubs and tax returns
10000375,Credit Card,someone made fraudulent purchases on my amex gold card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000375,Credit Card,and have evidence that i was in a different state when these transactions occurred
10001030,Personal Loan,i applied for a lendingclub loan with prosper and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a
10001030,Personal Loan,this decision was made unfairly and request a proper review
10001284,Savings Account,synchrony charged me a monthly maintenance fee on my ally savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen
10001284,Savings Account,refunded and a guarantee this will not happen again
10000887,Personal Loan,lendingclub sold my upstart loan loan to a thirdparty debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a
10000887,Personal Loan,rude and threatening this is harassment and a violation of fair debt collection practices
10000298,Credit Card,i have been a loyal amex gold cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the
10000298,Credit Card,i am considering closing this account if the rate is not adjusted
10001045,Personal Loan,i have been making regular payments on my upstart loan from prosper for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this
10001045,Personal Loan,bureaus dropping my score by points i need this corrected immediately
10000240,Credit Card,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but capital one has refused to credit my bonus points i have called times over the past months and each representative tells me something different i
10000240,Credit Card,representative tells me something different i have all receipts and statements showing i qualified
10000100,Credit Card,discover charged me a late fee on my amex gold card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be
10000100,Credit Card,time this is unacceptable i should not be penalized for their slow processing system
10002182,Money Transfer,i sent via zelle through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000282,Credit Card,the rewards program on my amex gold card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the
10000282,Credit Card,customers should be grandfathered into the original rewards program
10000355,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000355,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000622,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000622,Credit Card,and have evidence that i was in a different state when these transactions occurred
10001226,Savings Account,i have been trying to reach synchronys customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001226,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000603,Credit Card,i have been a loyal amex gold cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if
10000603,Credit Card,rates i am considering closing this account if the rate is not adjusted
10001068,Personal Loan,i took out a personal loan of with upstart through their upstart loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10001117,Personal Loan,i have been making regular payments on my lendingclub loan from sofi for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this
10001117,Personal Loan,bureaus dropping my score by points i need this corrected immediately
10002073,Money Transfer,i sent via wire transfer through western union to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and western union has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000464,Credit Card,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all
10000464,Credit Card,tells me something different i have all receipts and statements showing i qualified
10001288,Savings Account,i tried to withdraw from my chase savings at chase and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001288,Savings Account,and could not tell me when the review would be completed
10000125,Credit Card,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location
10000125,Credit Card,proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10002014,Money Transfer,i was contacted by someone claiming to be from my banks fraud department they convinced me to send via venmo to secure my account i later realized this was a scam and immediately contacted paypal they refused to reverse the transaction saying venmo transfers are final i believe paypal should have
10002014,Money Transfer,transfers are final i believe paypal should have better fraud protection mechanisms
10000186,Credit Card,i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000186,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10001001,Personal Loan,i took out a personal loan of with upstart through their marcus loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10001587,Savings Account,i tried to withdraw from my marcus savings at chase and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001587,Savings Account,and could not tell me when the review would be completed
10000671,Credit Card,i have been a loyal chase sapphire cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000671,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10001065,Personal Loan,i applied for a upstart loan with sofi and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper
10001065,Personal Loan,decision was made unfairly and request a proper review
10001684,Savings Account,goldman sachs charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001684,Savings Account,all fees refunded and a guarantee this will not happen again
10000650,Credit Card,someone made fraudulent purchases on my citi double cash card totaling i reported this to american express immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a
10000650,Credit Card,a police report and have evidence that i was in a different state when these transactions occurred
10000066,Credit Card,my citi double cash card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit
10000066,Credit Card,this reduction has negatively affected my credit utilization ratio and dropped my score by points
10001223,Savings Account,synchrony charged me a monthly maintenance fee on my discover savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001223,Savings Account,all fees refunded and a guarantee this will not happen again
10000354,Credit Card,someone made fraudulent purchases on my capital one venture card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a
10000354,Credit Card,a police report and have evidence that i was in a different state when these transactions occurred
10002036,Money Transfer,my account was frozen by bank of america after i made a wire transfer transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive
10002036,Money Transfer,account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10001989,Money Transfer,i sent via western union through bank of america to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and bank of america has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001176,Personal Loan,i tried to make an extra payment on my sofi personal loan from upstart to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than
10001176,Personal Loan,instructions i am paying more interest than necessary because they will not properly apply my payments
10001551,Savings Account,my synchrony savings with chase was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this chase took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how
