complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category,word_count,cleaned_text
10000618,2024-06-13,Amex Gold,,Account closure,Closed without explanation,"My Amex Gold card from American Express suddenly had its credit limit reduced from $15000 to $2000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 34 points.",American Express,CT,Credit Card,65.0,my amex gold card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000630,2024-02-05,Capital One Venture,,Credit limit reduction,Reduced without notice,"The rewards program on my Capital One Venture card was changed without notice. American Express devalued the points by nearly 31%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",American Express,WA,Credit Card,57.0,the rewards program on my capital one venture card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10002224,2025-03-26,Western Union,,High fees,Hidden exchange fees,I sent $250 via Western Union through Venmo to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 2 weeks and Venmo has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Venmo,IN,Money Transfer,56.0,i sent via western union through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000773,2024-02-05,Amex Gold,,Account closure,Closed without explanation,"I have been a loyal Amex Gold cardholder with Discover for over 6 years. Recently, I noticed my interest rate was increased from 8.2% to 27.4% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Discover,NY,Credit Card,57.0,i have been a loyal amex gold cardholder with discover for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001034,2023-06-21,LendingClub Loan,,Hidden fees,Fees not disclosed at signing,"I tried to make an extra payment on my LendingClub Loan from Prosper to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 8 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Prosper,NY,Personal Loan,57.0,i tried to make an extra payment on my lendingclub loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments
10000325,2023-03-28,Capital One Venture,,Credit limit reduction,Reduced without notice,"I applied for the Capital One Venture card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Citibank has refused to credit my bonus points. I have called 6 times over the past 1 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Citibank,NY,Credit Card,60.0,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10002248,2025-12-02,Venmo,,Failed transfer,Money not received,"My account was frozen by Zelle after I made a Venmo transfer of $100. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Zelle,IN,Money Transfer,60.0,my account was frozen by zelle after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10000375,2024-08-20,Amex Gold,,Credit limit reduction,Reduced without notice,"Someone made 7 fraudulent purchases on my Amex Gold card totaling $15000. I reported this to Citibank immediately and they opened an investigation. After 8 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,AZ,Credit Card,56.0,someone made fraudulent purchases on my amex gold card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10001030,2023-01-06,LendingClub Loan,,Repayment difficulty,Cannot afford payments,"I applied for a LendingClub Loan with Prosper and was denied despite having a credit score of 746 and a stable income of $85000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 3 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Prosper,IL,Personal Loan,57.0,i applied for a lendingclub loan with prosper and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review
10001284,2024-05-26,Ally Savings,,Withdrawal limit,Cannot access funds,"Synchrony charged me a $50 monthly maintenance fee on my Ally Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $1000, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Synchrony,AZ,Savings Account,58.0,synchrony charged me a monthly maintenance fee on my ally savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000887,2025-03-21,Upstart Loan,,Repayment difficulty,Cannot afford payments,"LendingClub sold my Upstart Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 7 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",LendingClub,WI,Personal Loan,58.0,lendingclub sold my upstart loan loan to a thirdparty debt collector without notifying me the collector is now adding additional fees and interest that were not part of my original agreement they call me times per day including on weekends and have been rude and threatening this is harassment and a violation of fair debt collection practices
10000298,2024-10-18,Amex Gold,,Rewards not credited,Sign-up bonus not received,"I have been a loyal Amex Gold cardholder with Chase for over 3 years. Recently, I noticed my interest rate was increased from 3.9% to 19.2% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Chase,IN,Credit Card,57.0,i have been a loyal amex gold cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001045,2023-12-21,Upstart Loan,,Loan denial,Unclear denial reasons,"I have been making regular payments on my Upstart Loan from Prosper for 2 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $35 late fee and reported a missed payment to the credit bureaus, dropping my score by 27 points. I need this corrected immediately.",Prosper,AZ,Personal Loan,60.0,i have been making regular payments on my upstart loan from prosper for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately
10000240,2025-04-21,Capital One Venture,,Account closure,Closed without explanation,"I applied for the Capital One Venture card specifically for the 80000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Capital One has refused to credit my bonus points. I have called 3 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Capital One,MN,Credit Card,61.0,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but capital one has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10000100,2025-06-15,Amex Gold,,Credit limit reduction,Reduced without notice,"Discover charged me a $50 late fee on my Amex Gold card even though I made my payment on time. My bank records show the payment was initiated 2 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Discover,AL,Credit Card,66.0,discover charged me a late fee on my amex gold card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be penalized for their slow processing system
10002182,2024-01-13,Zelle,,Fraud/scam,Scam transaction,I sent $1000 via Zelle through Venmo to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 6 weeks and Venmo has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Venmo,WA,Money Transfer,55.0,i sent via zelle through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000282,2023-11-08,Amex Gold,,Billing dispute,Charges not recognized,"The rewards program on my Amex Gold card was changed without notice. Discover devalued the points by nearly 40%, making the annual fee of $95 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,KY,Credit Card,55.0,the rewards program on my amex gold card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10000355,2023-10-09,Discover It,,High interest rate,Rate increased without notice,"Someone made 5 fraudulent purchases on my Discover It card totaling $5000. I reported this to Citibank immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,NY,Credit Card,56.0,someone made fraudulent purchases on my discover it card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10000622,2025-01-12,Discover It,,Account closure,Closed without explanation,"Someone made 5 fraudulent purchases on my Discover It card totaling $8000. I reported this to Discover immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Discover,MO,Credit Card,56.0,someone made fraudulent purchases on my discover it card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10001226,2023-08-19,Ally Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Synchrony's customer service about an issue with my Ally Savings for 8 weeks. Wait times exceed 89 minutes, and I have been disconnected 6 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Synchrony,LA,Savings Account,64.0,i have been trying to reach synchronys customer service about an issue with my ally savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000603,2025-10-26,Amex Gold,,Credit limit reduction,Reduced without notice,"I have been a loyal Amex Gold cardholder with Capital One for over 13 years. Recently, I noticed my interest rate was increased from 9.0% to 21.2% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Capital One,MI,Credit Card,58.0,i have been a loyal amex gold cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001068,2023-10-13,Upstart Loan,,High interest rate,Rate increased without notice,"I took out a personal loan of $3000 with Upstart through their Upstart Loan program. The advertised rate was 3.2% but after approval I was given 21.1%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $450 per month, which is $30 more than what was originally quoted.",Upstart,KY,Personal Loan,60.0,i took out a personal loan of with upstart through their upstart loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10001117,2023-07-24,LendingClub Loan,,Payment processing error,Payment not applied correctly,"I have been making regular payments on my LendingClub Loan from SoFi for 1 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $29 late fee and reported a missed payment to the credit bureaus, dropping my score by 52 points. I need this corrected immediately.",SoFi,UT,Personal Loan,60.0,i have been making regular payments on my lendingclub loan from sofi for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately
10002073,2023-10-07,Wire Transfer,,Delayed transfer,Transfer taking too long,I sent $750 via Wire Transfer through Western Union to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 5 weeks and Western Union has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Western Union,TX,Money Transfer,58.0,i sent via wire transfer through western union to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and western union has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000464,2023-02-05,Amex Gold,,High interest rate,Rate increased without notice,"I applied for the Amex Gold card specifically for the 75000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 7 times over the past 5 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,IL,Credit Card,59.0,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10001288,2023-08-17,Chase Savings,,Poor customer service,Long wait times,I tried to withdraw $2500 from my Chase Savings at Chase and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 7 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Chase,IL,Savings Account,60.0,i tried to withdraw from my chase savings at chase and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10000125,2023-11-28,Amex Gold,,Credit limit reduction,Reduced without notice,I noticed a charge of $150 on my Amex Gold statement from 2023-07-19. I did not authorize this transaction and have been trying to resolve it with Chase for 8 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Chase,NJ,Credit Card,64.0,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10002014,2024-03-05,Venmo,,Fraud/scam,Scam transaction,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $1500 via Venmo to 'secure' my account. I later realized this was a scam and immediately contacted PayPal. They refused to reverse the transaction, saying Venmo transfers are final. I believe PayPal should have better fraud protection mechanisms.",PayPal,TN,Money Transfer,56.0,i was contacted by someone claiming to be from my banks fraud department they convinced me to send via venmo to secure my account i later realized this was a scam and immediately contacted paypal they refused to reverse the transaction saying venmo transfers are final i believe paypal should have better fraud protection mechanisms
10000186,2024-01-03,Citi Double Cash,,Unauthorized charge,Card not in possession,"I have been a loyal Citi Double Cash cardholder with Citibank for over 3 years. Recently, I noticed my interest rate was increased from 7.8% to 24.9% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Citibank,TN,Credit Card,58.0,i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001001,2024-05-28,Marcus Loan,,Hidden fees,Fees not disclosed at signing,"I took out a personal loan of $1000 with Upstart through their Marcus Loan program. The advertised rate was 7.6% but after approval I was given 25.0%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $500 per month, which is $50 more than what was originally quoted.",Upstart,NJ,Personal Loan,60.0,i took out a personal loan of with upstart through their marcus loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10001587,2024-02-01,Marcus Savings,,Poor customer service,Long wait times,I tried to withdraw $1000 from my Marcus Savings at Chase and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 8 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Chase,TN,Savings Account,60.0,i tried to withdraw from my marcus savings at chase and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10000671,2024-11-03,Chase Sapphire,,High interest rate,Rate increased without notice,"I have been a loyal Chase Sapphire cardholder with American Express for over 5 years. Recently, I noticed my interest rate was increased from 3.3% to 21.6% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,NJ,Credit Card,58.0,i have been a loyal chase sapphire cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001065,2024-01-15,Upstart Loan,,Repayment difficulty,Cannot afford payments,"I applied for a Upstart Loan with SoFi and was denied despite having a credit score of 711 and a stable income of $95000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 8 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",SoFi,AL,Personal Loan,57.0,i applied for a upstart loan with sofi and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review
10001684,2024-11-19,Chase Savings,,Account fees,Unexpected maintenance fees,"Goldman Sachs charged me a $100 monthly maintenance fee on my Chase Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Goldman Sachs,AZ,Savings Account,59.0,goldman sachs charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000650,2023-12-24,Citi Double Cash,,Rewards not credited,Sign-up bonus not received,"Someone made 7 fraudulent purchases on my Citi Double Cash card totaling $25000. I reported this to American Express immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,CA,Credit Card,58.0,someone made fraudulent purchases on my citi double cash card totaling i reported this to american express immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10000066,2024-05-07,Citi Double Cash,,Unauthorized charge,Card not in possession,"My Citi Double Cash card from Citibank suddenly had its credit limit reduced from $15000 to $1500 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 63 points.",Citibank,KY,Credit Card,65.0,my citi double cash card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10001223,2023-12-03,Discover Savings,,Poor customer service,Long wait times,"Synchrony charged me a $29 monthly maintenance fee on my Discover Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Synchrony,CA,Savings Account,58.0,synchrony charged me a monthly maintenance fee on my discover savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000354,2025-12-17,Capital One Venture,,Billing dispute,Charges not recognized,"Someone made 5 fraudulent purchases on my Capital One Venture card totaling $5000. I reported this to Citibank immediately and they opened an investigation. After 4 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,LA,Credit Card,57.0,someone made fraudulent purchases on my capital one venture card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10002036,2023-08-21,Wire Transfer,,Wrong recipient,Sent to wrong person,"My account was frozen by Bank of America after I made a Wire Transfer transfer of $500. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 6 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Bank of America,MA,Money Transfer,63.0,my account was frozen by bank of america after i made a wire transfer transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10001989,2024-06-28,Western Union,,Account frozen,Frozen without warning,I sent $100 via Western Union through Bank of America to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 6 weeks and Bank of America has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Bank of America,KY,Money Transfer,60.0,i sent via western union through bank of america to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and bank of america has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001176,2025-03-25,SoFi Personal Loan,,Hidden fees,Fees not disclosed at signing,"I tried to make an extra payment on my SoFi Personal Loan from Upstart to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 2 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Upstart,TN,Personal Loan,58.0,i tried to make an extra payment on my sofi personal loan from upstart to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments
10001551,2023-12-16,Synchrony Savings,,Withdrawal limit,Cannot access funds,"My Synchrony Savings with Chase was accessed by someone who changed my contact information and attempted to transfer $200 out of my account. When I reported this, Chase took 7 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Chase,OH,Savings Account,55.0,my synchrony savings with chase was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this chase took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access
10001564,2024-06-28,Synchrony Savings,,Account frozen,Frozen without warning,"Chase closed my Synchrony Savings account without warning, citing 'business reasons.' I had $5000 in the account and it took 4 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 5 years with no suspicious activity on the account.",Chase,NY,Savings Account,50.0,chase closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10002087,2024-09-11,Wire Transfer,,Fraud/scam,Scam transaction,"My account was frozen by Venmo after I made a Wire Transfer transfer of $500. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 3 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Venmo,OK,Money Transfer,61.0,my account was frozen by venmo after i made a wire transfer transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10000050,2023-03-18,Amex Gold,,Billing dispute,Charges not recognized,"I have been a loyal Amex Gold cardholder with Capital One for over 7 years. Recently, I noticed my interest rate was increased from 5.6% to 15.4% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Capital One,AL,Credit Card,58.0,i have been a loyal amex gold cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001872,2023-10-22,Venmo,,Wrong recipient,Sent to wrong person,I accidentally sent $150 to the wrong person through Venmo via Bank of America. I realized the error within 50 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Bank of America,IL,Money Transfer,60.0,i accidentally sent to the wrong person through venmo via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount
10000766,2024-12-10,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but American Express has refused to credit my bonus points. I have called 6 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",American Express,OK,Credit Card,60.0,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10002205,2024-10-25,Zelle,,Fraud/scam,Scam transaction,Zelle charged me a $45 fee for a Zelle transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 44% worse than the market rate. This is deceptive and the total hidden cost was $25.,Zelle,KY,Money Transfer,54.0,zelle charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10000220,2023-08-25,Discover It,,Rewards not credited,Sign-up bonus not received,"The rewards program on my Discover It card was changed without notice. Chase devalued the points by nearly 44%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Chase,VA,Credit Card,55.0,the rewards program on my discover it card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10001044,2024-11-15,Marcus Loan,,High interest rate,Rate increased without notice,"I applied for a Marcus Loan with Goldman Sachs and was denied despite having a credit score of 705 and a stable income of $95000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 10 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Goldman Sachs,CO,Personal Loan,58.0,i applied for a marcus loan with goldman sachs and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review
10002106,2025-01-05,Wire Transfer,,Failed transfer,Money not received,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $100 via Wire Transfer to 'secure' my account. I later realized this was a scam and immediately contacted Bank of America. They refused to reverse the transaction, saying Wire Transfer transfers are final. I believe Bank of America should have better fraud protection mechanisms.",Bank of America,CT,Money Transfer,62.0,i was contacted by someone claiming to be from my banks fraud department they convinced me to send via wire transfer to secure my account i later realized this was a scam and immediately contacted bank of america they refused to reverse the transaction saying wire transfer transfers are final i believe bank of america should have better fraud protection mechanisms
10000024,2023-04-04,Chase Sapphire,,High interest rate,Rate increased without notice,"I applied for the Chase Sapphire card specifically for the 80000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 9 times over the past 6 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,MO,Credit Card,59.0,i applied for the chase sapphire card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10001042,2025-04-09,Prosper Loan,,Payment processing error,Payment not applied correctly,"I have been making regular payments on my Prosper Loan from Upstart for 2 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $50 late fee and reported a missed payment to the credit bureaus, dropping my score by 34 points. I need this corrected immediately.",Upstart,MN,Personal Loan,60.0,i have been making regular payments on my prosper loan from upstart for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately
10000213,2024-06-01,Citi Double Cash,,Rewards not credited,Sign-up bonus not received,I noticed a charge of $2500 on my Citi Double Cash statement from 2023-10-17. I did not authorize this transaction and have been trying to resolve it with Chase for 4 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Chase,MI,Credit Card,65.0,i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001343,2024-08-13,Ally Savings,,Poor customer service,Long wait times,"My Ally Savings with Ally Bank was accessed by someone who changed my contact information and attempted to transfer $5000 out of my account. When I reported this, Ally Bank took 8 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Ally Bank,OR,Savings Account,57.0,my ally savings with ally bank was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this ally bank took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access
